candidate_link_id,undisclosed_entity_id,candidate_entity_id,rank,confidence,rationale,supporting_evidence_ids
cand-1a4490b9087d,ent-173730230d0e,ent-4a748db66120,1,medium,NVIDIA repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-nvidia-2024-ev-92f3023bbe"", ""us-nvidia-2024-ev-eccc778823"", ""us-nvidia-2025-ev-92f3023bbe"", ""us-nvidia-2025-ev-eccc778823"", ""us-nvidia-2026-ev-92f3023bbe"", ""us-nvidia-2026-ev-eccc778823""]"
cand-9ff8a624811e,ent-173730230d0e,ent-e8bcd432550d,2,medium,Broadcom repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-broadcom-2023-ev-9130b59c01"", ""us-broadcom-2024-ev-3baff8ce17"", ""us-broadcom-2024-ev-9130b59c01"", ""us-broadcom-2025-ev-9130b59c01""]"
cand-3c569c733a71,ent-173730230d0e,ent-69aa5d0c4034,3,medium,Tesla repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-tesla-2024-ev-34e2cf896f"", ""us-tesla-2025-ev-34e2cf896f"", ""us-tesla-2026-ev-34e2cf896f""]"
cand-7aed71c4c813,ent-173730230d0e,ent-be87b76c2961,4,low,General Electric repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-general-electric-2025-ev-a0f42ce5cb""]"
cand-46d6a59068bb,ent-b398640fbcd7,ent-4a748db66120,1,medium,NVIDIA repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-nvidia-2024-ev-92f3023bbe"", ""us-nvidia-2024-ev-eccc778823"", ""us-nvidia-2025-ev-92f3023bbe"", ""us-nvidia-2025-ev-eccc778823"", ""us-nvidia-2026-ev-92f3023bbe"", ""us-nvidia-2026-ev-eccc778823""]"
cand-9477ea7bb815,ent-b398640fbcd7,ent-e8bcd432550d,2,medium,Broadcom repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-broadcom-2023-ev-9130b59c01"", ""us-broadcom-2024-ev-3baff8ce17"", ""us-broadcom-2024-ev-9130b59c01"", ""us-broadcom-2025-ev-9130b59c01""]"
cand-9e74fc5f78b9,ent-b398640fbcd7,ent-69aa5d0c4034,3,medium,Tesla repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-tesla-2024-ev-34e2cf896f"", ""us-tesla-2025-ev-34e2cf896f"", ""us-tesla-2026-ev-34e2cf896f""]"
cand-ce746d4e00e9,ent-b398640fbcd7,ent-be87b76c2961,4,low,General Electric repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-general-electric-2025-ev-a0f42ce5cb""]"
cand-376d28fcbd8d,ent-26380f5190e1,ent-4a748db66120,1,medium,NVIDIA repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-nvidia-2024-ev-92f3023bbe"", ""us-nvidia-2024-ev-eccc778823"", ""us-nvidia-2025-ev-92f3023bbe"", ""us-nvidia-2025-ev-eccc778823"", ""us-nvidia-2026-ev-92f3023bbe"", ""us-nvidia-2026-ev-eccc778823""]"
cand-2057651ea2db,ent-26380f5190e1,ent-e8bcd432550d,2,medium,Broadcom repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-broadcom-2023-ev-9130b59c01"", ""us-broadcom-2024-ev-3baff8ce17"", ""us-broadcom-2024-ev-9130b59c01"", ""us-broadcom-2025-ev-9130b59c01""]"
cand-133d11032b39,ent-26380f5190e1,ent-69aa5d0c4034,3,medium,Tesla repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-tesla-2024-ev-34e2cf896f"", ""us-tesla-2025-ev-34e2cf896f"", ""us-tesla-2026-ev-34e2cf896f""]"
cand-c415272d7998,ent-26380f5190e1,ent-be87b76c2961,4,low,General Electric repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-general-electric-2025-ev-a0f42ce5cb""]"
cand-66a7d8fa7bcd,ent-ece5af217d85,ent-4a748db66120,1,medium,NVIDIA repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-nvidia-2024-ev-92f3023bbe"", ""us-nvidia-2024-ev-eccc778823"", ""us-nvidia-2025-ev-92f3023bbe"", ""us-nvidia-2025-ev-eccc778823"", ""us-nvidia-2026-ev-92f3023bbe"", ""us-nvidia-2026-ev-eccc778823""]"
cand-4807b09bc7d0,ent-ece5af217d85,ent-e8bcd432550d,2,medium,Broadcom repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-broadcom-2023-ev-9130b59c01"", ""us-broadcom-2024-ev-3baff8ce17"", ""us-broadcom-2024-ev-9130b59c01"", ""us-broadcom-2025-ev-9130b59c01""]"
cand-094236ca291b,ent-ece5af217d85,ent-69aa5d0c4034,3,medium,Tesla repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-tesla-2024-ev-34e2cf896f"", ""us-tesla-2025-ev-34e2cf896f"", ""us-tesla-2026-ev-34e2cf896f""]"
cand-9e73d13f583d,ent-ece5af217d85,ent-be87b76c2961,4,low,General Electric repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-general-electric-2025-ev-a0f42ce5cb""]"
cand-4fa6a4867f5a,ent-3790604d1a57,ent-4a748db66120,1,medium,NVIDIA repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-nvidia-2024-ev-92f3023bbe"", ""us-nvidia-2024-ev-eccc778823"", ""us-nvidia-2025-ev-92f3023bbe"", ""us-nvidia-2025-ev-eccc778823"", ""us-nvidia-2026-ev-92f3023bbe"", ""us-nvidia-2026-ev-eccc778823""]"
cand-13cf98afa6cd,ent-3790604d1a57,ent-e8bcd432550d,2,medium,Broadcom repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-broadcom-2023-ev-9130b59c01"", ""us-broadcom-2024-ev-3baff8ce17"", ""us-broadcom-2024-ev-9130b59c01"", ""us-broadcom-2025-ev-9130b59c01""]"
cand-c75c44118b70,ent-3790604d1a57,ent-69aa5d0c4034,3,medium,Tesla repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-tesla-2024-ev-34e2cf896f"", ""us-tesla-2025-ev-34e2cf896f"", ""us-tesla-2026-ev-34e2cf896f""]"
cand-d8673bdaab9d,ent-3790604d1a57,ent-be87b76c2961,4,low,General Electric repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-general-electric-2025-ev-a0f42ce5cb""]"
